id,date,language,title,normalized_rating,actual_rating,offering_Accommodation,offering_Food & Beverage,offering_Retail,offering_Tourism Attractions/ Sites,offering_Religious,destination,sentiment_lexicon,sentiment_LLM,clean_content,theme_LDA,theme_BERT,num_offerings,month_year
377380-203585792335,2021-04-11 08:28:00+00:00,ara,Al Masmak Palace Museum,80.0,4.0,1,0,0,1,0,Riyadh,neutral,positive,مكان جميل وانصح الجميع بزيارته أوقات الويكند او وقت اذروه بسبب سوء الطرق المؤدية اليه وبسبب اعمال صيانة الطرق يسبب ازدحام شديد سيارات ثانيا بسبب كورنا ممنوع الزيارة آليه الوقت الحالي قريبا تعود الحياة ارجاء القصر والمتحف بجانبه وايضا وحود مطاعم وكافهيات رغم تواضعها الا انها جميله,Accommodation & Positive Venue Experience,Religious expressions,2,2021-04
377380-203585792370,2021-04-11 08:39:00+00:00,eng,Al Masmak Palace Museum,100.0,5.0,1,0,0,1,0,Riyadh,positive,positive,nice,Food & Dining / Restaurants,Positive customer feedback,2,2021-04
377380-203585792379,2021-04-11 08:35:00+00:00,ara,Al Masmak Palace Museum,80.0,4.0,1,0,0,1,0,Riyadh,neutral,neutral,المتحف مفتوح الان ؟,Attractions & Scenic / Heritage Sites,Beautiful places,2,2021-04
377380-203585792665,2021-04-11 08:33:00+00:00,eng,Al Masmak Palace Museum,80.0,4.0,1,0,0,1,0,Riyadh,positive,negative,museum closed covid u enjoy garden,Food & Dining / Restaurants,Temporarily closed businesses,2,2021-04
377380-203585792666,2021-04-11 08:42:00+00:00,eng,Al Masmak Palace Museum,100.0,5.0,1,0,0,1,0,Riyadh,positive,positive,nice place,Food & Dining / Restaurants,Beautiful places,2,2021-04
377380-203585795392,2021-04-11 08:08:00+00:00,ara,Khobar Sea Front,100.0,5.0,0,0,0,1,0,Khobar,neutral,positive,المكان جميل وهادئ,Accommodation & Positive Venue Experience,Positive customer feedback,1,2021-04
377380-203585796974,2021-04-11 08:41:00+00:00,ara,Al Masmak Palace Museum,100.0,5.0,1,0,0,1,0,Riyadh,neutral,positive,راااااائع,Food & Dining / Restaurants,Positive experiences,2,2021-04
377380-203585798852,2021-04-11 08:34:00+00:00,ara,Al Masmak Palace Museum,100.0,5.0,1,0,0,1,0,Riyadh,neutral,neutral,جميل يحتاج الى مواقف سيارات منظم وواضح,Accommodation & Positive Venue Experience,Parking and Access,2,2021-04
377380-203585799951,2021-04-11 08:33:00+00:00,eng,Al Wazarat park,100.0,5.0,0,0,0,1,0,Madinah,positive,positive,good,Food & Dining / Restaurants,Positive customer feedback,1,2021-04
377380-203585802085,2021-04-11 08:14:00+00:00,ara,Khobar Sea Front,100.0,5.0,0,0,0,1,0,Khobar,neutral,positive,الصراحة روعة ونظافة عااااالية جدا,Accommodation & Positive Venue Experience,Hotel cleanliness quality,1,2021-04
377380-203585802117,2021-04-11 08:28:00+00:00,eng,Al Wazarat park,100.0,5.0,0,0,0,1,0,Madinah,positive,positive,good place relax refresh,Food & Dining / Restaurants,Peaceful and Beautiful Atmosphere,1,2021-04
377380-203585802249,2021-04-11 08:32:00+00:00,ara,Al Wazarat park,100.0,5.0,0,0,0,1,0,Madinah,neutral,neutral,حديقتنا مايحتاج تربينا ترابها,Accommodation & Positive Venue Experience,Beautiful places,1,2021-04
377380-203585802306,2021-04-11 08:01:00+00:00,ara,Khobar Sea Front,100.0,5.0,0,0,0,1,0,Khobar,neutral,positive,عااااالم,City Amenities & Shopping (Riyadh-focused),Need for improvement,1,2021-04
377380-203585803839,2021-04-11 08:29:00+00:00,eng,Al Wazarat park,80.0,4.0,0,0,0,1,0,Madinah,neutral,positive,need upgrade good nearby resident,Food & Dining / Restaurants,Hotel cleanliness quality,1,2021-04
377380-203585810945,2021-04-11 08:21:00+00:00,eng,Al Wazarat park,60.0,3.0,0,0,0,1,0,Madinah,positive,positive,good,Food & Dining / Restaurants,Positive customer feedback,1,2021-04
377380-203585811617,2021-04-11 08:42:00+00:00,eng,Yam Beach,100.0,5.0,0,0,0,1,0,KAEC,positive,positive,lovely place,Food & Dining / Restaurants,Beautiful places,1,2021-04
377380-203585818255,2021-04-11 08:29:00+00:00,ara,Al Masmak Palace Museum,100.0,5.0,1,0,0,1,0,Riyadh,neutral,negative,الله يرحم الملك عبد العزيز,City Amenities & Shopping (Riyadh-focused),Religious expressions,2,2021-04
377380-203585818913,2021-04-11 08:35:00+00:00,ara,Al Wazarat park,80.0,4.0,0,0,0,1,0,Madinah,neutral,positive,جميله وبها ملعب وممشي صغير,Religious / Spiritual & Tranquil Sites,Beautiful places,1,2021-04
377380-203585818914,2021-04-11 08:23:00+00:00,eng,Al Wazarat park,100.0,5.0,0,0,0,1,0,Madinah,positive,positive,nice environment,Food & Dining / Restaurants,Beautiful places,1,2021-04
377380-203585820128,2021-04-11 08:43:00+00:00,ara,Yam Beach,60.0,3.0,0,0,0,1,0,KAEC,neutral,neutral,للامانه لايستحق ان ادفع ١٠٠ عشان ادخل مكان صغير وصوت الاغاني جدا عالي والتزاحم اخذته فاوتشر فندي البيلسان عدت مره اخرى ماراح ادخله اخذ الفاوتشر ثانيه يعني ناس جنبك ماتدفع شيء,Accommodation & Positive Venue Experience,Religious expressions,1,2021-04
377380-203585820466,2021-04-11 08:04:00+00:00,eng,Khobar Sea Front,80.0,4.0,0,0,0,1,0,Khobar,positive,positive,nice view,Food & Dining / Restaurants,Beautiful places,1,2021-04
377380-203585820849,2021-04-11 08:15:00+00:00,eng,Al Masmak Palace Museum,80.0,4.0,1,0,0,1,0,Riyadh,neutral,negative,good best,Food & Dining / Restaurants,Beautiful places,2,2021-04
377380-203585821069,2021-04-11 07:58:00+00:00,ara,Khobar Sea Front,100.0,5.0,0,0,0,1,0,Khobar,neutral,positive,روعة,Attractions & Scenic / Heritage Sites,Need for improvement,1,2021-04
377380-203585821113,2021-04-11 08:40:00+00:00,ara,Yam Beach,60.0,3.0,0,0,0,1,0,KAEC,neutral,positive,الشاطي يبي اهتمام مليان حجر الله يعزكم,Accommodation & Positive Venue Experience,Religious expressions,1,2021-04
377380-203585825910,2021-04-11 07:50:00+00:00,ara,Khobar Sea Front,60.0,3.0,0,0,0,1,0,Khobar,neutral,positive,مكان جيد والنظافة جيده جدا والشباب الاستقبال ممتازين والمواقف متوفره,Accommodation & Positive Venue Experience,Positive customer feedback,1,2021-04
377380-203585825933,2021-04-11 08:30:00+00:00,eng,Al Masmak Palace Museum,100.0,5.0,1,0,0,1,0,Riyadh,positive,positive,nice place,Food & Dining / Restaurants,Beautiful places,2,2021-04
377380-203585826196,2021-04-11 08:17:00+00:00,ara,Al Masmak Palace Museum,100.0,5.0,1,0,0,1,0,Riyadh,neutral,positive,مكان يستحق الزيارة المنطقة المجاورة جميلة جدا بأجوائها وجلساتها,Accommodation & Positive Venue Experience,Beautiful places,2,2021-04
377380-203585827256,2021-04-11 08:41:00+00:00,ara,Yam Beach,100.0,5.0,0,0,0,1,0,KAEC,neutral,negative,خرررررررافي,Attractions & Scenic / Heritage Sites,Need for improvement,1,2021-04
377380-203585827305,2021-04-11 08:07:00+00:00,eng,Al Wazarat park,20.0,1.0,0,0,0,1,0,Madinah,positive,negative,really nice park boundary wall reason giving star bachelor country always crowded place play football different type game even kid play area really annoying baladia must take action kid ride bicycle play always much crowded bachelor come ruin family outing time,Food & Dining / Restaurants,Beautiful places,1,2021-04
377380-203585827311,2021-04-11 08:32:00+00:00,ara,Al Masmak Palace Museum,20.0,1.0,1,0,0,1,0,Riyadh,neutral,negative,المتحف مغلق بسبب كورونا خلال الفترة الحالية استطيع تقييمه,Accommodation & Positive Venue Experience,Temporarily closed businesses,2,2021-04
377380-203585827937,2021-04-11 08:08:00+00:00,ara,Al Masmak Palace Museum,100.0,5.0,1,0,0,1,0,Riyadh,neutral,positive,القصر والمنطقة جميلة ، تحتاج اهتمام وتطوير,Religious / Spiritual & Tranquil Sites,Beautiful places,2,2021-04
377380-203585828102,2021-04-11 08:06:00+00:00,ara,Al Masmak Palace Museum,100.0,5.0,1,0,0,1,0,Riyadh,neutral,positive,المتحف الاكثر حظن وشهرتن بلادي,City Amenities & Shopping (Riyadh-focused),Beautiful places,2,2021-04
377380-203585828356,2021-04-11 07:57:00+00:00,ara,Khobar Sea Front,80.0,4.0,0,0,0,1,0,Khobar,neutral,positive,مكان متميز للاستجمام والرياضة,Accommodation & Positive Venue Experience,Beautiful places,1,2021-04
377380-203585828920,2021-04-11 08:00:00+00:00,ara,Khobar Sea Front,100.0,5.0,0,0,0,1,0,Khobar,neutral,positive,مكان رائع وممتع,Accommodation & Positive Venue Experience,Beautiful places,1,2021-04
377380-203585829354,2021-04-11 08:31:00+00:00,ara,Al Masmak Palace Museum,100.0,5.0,1,0,0,1,0,Riyadh,neutral,positive,متحف كامل وجميل يحكي مقتنيات وتاريخ الرياض,City Amenities & Shopping (Riyadh-focused),Religious expressions,2,2021-04
377380-203585829364,2021-04-11 07:59:00+00:00,ara,Khobar Sea Front,100.0,5.0,0,0,0,1,0,Khobar,neutral,positive,رووووووعة مناظر خلابة تشرح الخاطر,City Amenities & Shopping (Riyadh-focused),Need for improvement,1,2021-04
377380-203585829902,2021-04-11 08:16:00+00:00,eng,Al Masmak Palace Museum,100.0,5.0,1,0,0,1,0,Riyadh,positive,positive,historical amazing,Food & Dining / Restaurants,Beautiful places,2,2021-04
377380-203585829911,2021-04-11 08:24:00+00:00,eng,Al Wazarat park,80.0,4.0,0,0,0,1,0,Madinah,positive,positive,peacefully,City Amenities & Shopping (Riyadh-focused),Positive experiences,1,2021-04
377380-203585831838,2021-04-11 07:53:00+00:00,ara,Khobar Sea Front,100.0,5.0,0,0,0,1,0,Khobar,neutral,positive,نظيف ورائع وفيه عمال نظافه ساعه,Accommodation & Positive Venue Experience,Hotel cleanliness quality,1,2021-04
377380-203585831847,2021-04-11 08:14:00+00:00,eng,Al Wazarat park,80.0,4.0,0,0,0,1,0,Madinah,positive,positive,safe good place jogging walking playing,Food & Dining / Restaurants,Family-friendly place,1,2021-04
377380-203585831897,2021-04-11 08:19:00+00:00,ara,Al Masmak Palace Museum,100.0,5.0,1,0,0,1,0,Riyadh,neutral,positive,شرح وافي والمتحف منظم ومرتب,Religious / Spiritual & Tranquil Sites,Beautiful places,2,2021-04
377380-203585832026,2021-04-11 08:22:00+00:00,ara,Al Masmak Palace Museum,100.0,5.0,1,0,0,1,0,Riyadh,neutral,positive,الأماكن المميزة مدينة الرياض يتواجد حوله أسواق شعبيه عديدة الأيام توجد أعمال تطوير المكان المحيط,City Amenities & Shopping (Riyadh-focused),Shopping malls,2,2021-04
377380-203585833536,2021-04-11 08:41:00+00:00,ara,Al Bujairi Heritage Park,20.0,1.0,1,0,0,1,0,Riyadh,neutral,neutral,مغلق أشهر أفادونا حراس الأمن وسيفتح سنة,Accommodation & Positive Venue Experience,Temporarily closed businesses,2,2021-04
377380-203585833571,2021-04-11 07:54:00+00:00,ara,Khobar Sea Front,100.0,5.0,0,0,0,1,0,Khobar,neutral,positive,أحسن الأماكن لخروج الأصدقاء والعوائل,Religious / Spiritual & Tranquil Sites,Family-friendly place,1,2021-04
377380-203585838146,2021-04-11 08:23:00+00:00,ara,Al Masmak Palace Museum,100.0,5.0,1,0,0,1,0,Riyadh,neutral,positive,مكان يأخذك عالم آخر تنسى همومك وتعيش أجواء الماضي وتستنشق عبق التاريخ,Attractions & Scenic / Heritage Sites,Beautiful places,2,2021-04
377380-203585838327,2021-04-11 08:38:00+00:00,eng,Yam Beach,100.0,5.0,0,0,0,1,0,KAEC,positive,positive,excellent place,Food & Dining / Restaurants,Beautiful places,1,2021-04
377380-203585838403,2021-04-11 08:14:00+00:00,ara,Al Masmak Palace Museum,100.0,5.0,1,0,0,1,0,Riyadh,neutral,positive,الاماكن الجميلهـ مملكتنا الحبيبة ويحضى باهتمام دائما المكان مرتب ونظيف ووجهة ومعلم سياحي مهم ويفضل توفر اشخاص داخل المتحف للشرح لبعض الزوار عدد الزوار قليل لاعطائهم نبذه وعدم الاكتفاء بالاطلاع الصور الزوار مهم جدا ايصال المعلومة لان تاريخ السعودية مهم ومشرف للزوار والاجيال ايضا اتمنى لكل العاملين التوفيق دمتم بود,City Amenities & Shopping (Riyadh-focused),Religious expressions,2,2021-04
377380-203585838513,2021-04-11 08:26:00+00:00,ara,Yam Beach,100.0,5.0,0,0,0,1,0,KAEC,neutral,positive,افضل شاطئ دخلته وافتخر,Religious / Spiritual & Tranquil Sites,Beautiful places,1,2021-04
377380-203585838648,2021-04-11 08:10:00+00:00,eng,Al Wazarat park,100.0,5.0,0,0,0,1,0,Madinah,positive,positive,good environment watering plant daily awesome good basketball ball court cricket football court,Food & Dining / Restaurants,Beautiful places,1,2021-04
377380-203585842034,2021-04-11 07:29:00+00:00,ara,Khobar Sea Front,100.0,5.0,0,0,0,1,0,Khobar,neutral,positive,جميل ومرتب وراقي وللرياضه مهيأ جدا ودورات المياه نظيفه وهذا فضل الله علينا,Accommodation & Positive Venue Experience,Bathroom cleanliness issues,1,2021-04
377380-203585842121,2021-04-11 08:37:00+00:00,ara,Yam Beach,60.0,3.0,0,0,0,1,0,KAEC,neutral,negative,حلو صغير الاغاني خايسة حقت مولع خيو,Attractions & Scenic / Heritage Sites,Need for improvement,1,2021-04
377380-203585842458,2021-04-11 08:31:00+00:00,ara,Yam Beach,80.0,4.0,0,0,0,1,0,KAEC,neutral,positive,الشاطئ جميل والمياه هادئة والمنظر ممتع يعيب الشاطئ الحجارة المتراكمة بداية الشاطئ والتي تؤذي الكثيرين وتمنع الكثيرين الاستمتاع بالمياه جو المدينة رائع تحتاج الزائر القادم بعيد بغض التنظيم تصلح للزيارة السريعة يجب اذا كنت قادم مسافة بعيدة آت تقضي ليلة ونهار للاستمتاع بالمدينة ستتكرر زياراتي شاء الله التنظيم مني,Accommodation & Positive Venue Experience,Beautiful places,1,2021-04
377380-203585842881,2021-04-11 08:36:00+00:00,ara,Yam Beach,100.0,5.0,0,0,0,1,0,KAEC,neutral,positive,رائع,Religious / Spiritual & Tranquil Sites,Positive customer feedback,1,2021-04
377380-203585842984,2021-04-11 08:20:00+00:00,ara,Yam Beach,100.0,5.0,0,0,0,1,0,KAEC,neutral,positive,شاطى هادئ جميل الموظفين بشوشين,Accommodation & Positive Venue Experience,Peaceful and Beautiful Atmosphere,1,2021-04
377380-203585843100,2021-04-11 08:11:00+00:00,eng,Al Masmak Palace Museum,100.0,5.0,1,0,0,1,0,Riyadh,positive,neutral,al masmak thickwalled fortress established riyadh second saudi state time th century built mainly defense purpose later different us fall second saudi state member saudi royal family including abdulaziz ibn saud father current king left riyadh live kuwait abdulaziz later baceme king wanted take back riyadh ibn rasheed several attempt recapture riyadh succeed last attempt early morning january ah morning abdulaziz ibn saud men reached riyadh managed recapture riyadh chief riyadh time ibn ajlan battle known today battle riyadh right al masmak fort battle starting point reunifying different emirate tribe arabian peninsula make al masmak one iconic place saudi arabia modern history recapture riyadh al masmak used town hall served warehouse munition people might know al masmak long used warehouse fort served prison mid th century nowadays almasmak museum cover history kingdom focus riyadh battle riyadh museum contains artifact weapon map small theater showing story battle riyadh really good photogallery give visitor brief insight life riyadh looked like first half th century al masmak built top strong rocky foundation using local building substance clay palm tree material straw rock tamarix trunk fortress one well perserved mud building riyadh make good illustration traditional najdi architecture one kingdom must visit museum free entry,Food & Dining / Restaurants,Beautiful places,2,2021-04
377380-203585843149,2021-04-11 07:57:00+00:00,eng,Al Wazarat park,100.0,5.0,0,0,0,1,0,Madinah,positive,positive,good park child,Food & Dining / Restaurants,Beautiful places,1,2021-04
377380-203585843425,2021-04-11 08:30:00+00:00,ara,Yam Beach,60.0,3.0,0,0,0,1,0,KAEC,neutral,positive,شاطئ عادي شفت أحلى كدا ، فكرة المراجيح الي البحر جديدة وحلوة عندهم لوكرات وعندهم حمامات وغرف تغيير الدخول ب٩٠ للعوائل وسط الأسبوع وألعاب البحر رسوم اضافية,Accommodation & Positive Venue Experience,Beautiful places,1,2021-04
377380-203585843905,2021-04-11 08:13:00+00:00,eng,Al Masmak Palace Museum,80.0,4.0,1,0,0,1,0,Riyadh,neutral,negative,nice fort unfortunately visited closed able see inside,Food & Dining / Restaurants,Temporarily closed businesses,2,2021-04
377380-203585843997,2021-04-11 08:20:00+00:00,eng,Al Masmak Palace Museum,80.0,4.0,1,0,0,1,0,Riyadh,neutral,neutral,closed notice due covid,Food & Dining / Restaurants,Temporarily closed businesses,2,2021-04
377380-203585845758,2021-04-11 07:47:00+00:00,ara,Khobar Sea Front,100.0,5.0,0,0,0,1,0,Khobar,neutral,positive,اروع واجمل الاماكن الشرقيه وخاصه التطوير الجديد,Religious / Spiritual & Tranquil Sites,Beautiful places,1,2021-04
377380-203585845802,2021-04-11 08:40:00+00:00,ara,Al Bujairi Heritage Park,40.0,2.0,1,0,0,1,0,Riyadh,neutral,negative,المكان جميل بسبب للاعمال الانشاءيه وعدم توفر مواقف انصح بزيارته الوقت الحالي,Accommodation & Positive Venue Experience,Religious expressions,2,2021-04
377380-203585845803,2021-04-11 08:43:00+00:00,ara,Al Bujairi Heritage Park,100.0,5.0,1,0,0,1,0,Riyadh,neutral,neutral,المكان مغلق مؤقتا لأجل تطويرها,Attractions & Scenic / Heritage Sites,Temporarily closed businesses,2,2021-04
377380-203585845878,2021-04-11 08:39:00+00:00,ara,Yam Beach,60.0,3.0,0,0,0,1,0,KAEC,neutral,negative,شاطي فقط لمن يريد السباحه او يبي يسوي تان وطبعا ماينفع للمنقبات ، ، مكان مختلط رجال نساء اغلبهم لابسين مايوه اسلامي وماخذين راحتهم والدخول برسوم,City Amenities & Shopping (Riyadh-focused),Religious expressions,1,2021-04
377380-203585846094,2021-04-11 07:40:00+00:00,ara,Khobar Sea Front,100.0,5.0,0,0,0,1,0,Khobar,neutral,positive,يستحق الزياره,Accommodation & Positive Venue Experience,Tourist attractions,1,2021-04
377380-203585846264,2021-04-11 07:20:00+00:00,eng,Khobar Sea Front,100.0,5.0,0,0,0,1,0,Khobar,positive,positive,good place relax day,Food & Dining / Restaurants,Peaceful and Beautiful Atmosphere,1,2021-04
377380-203585846338,2021-04-11 08:12:00+00:00,ara,Al Masmak Palace Museum,60.0,3.0,1,0,0,1,0,Riyadh,neutral,negative,مقففففففل لحد يجي,City Amenities & Shopping (Riyadh-focused),Need for improvement,2,2021-04
377380-203585846339,2021-04-11 07:44:00+00:00,ara,Khobar Sea Front,100.0,5.0,0,0,0,1,0,Khobar,neutral,positive,مكان جميل وهادي جدا الفتره الصباحيه وأيام الاسبوع وتحس بيه بمتعه المنظر بحر وأشجار ابعدو الويك اند لانه بيكون زي سوق الجمعه,Attractions & Scenic / Heritage Sites,Religious expressions,1,2021-04
377380-203585846343,2021-04-11 08:33:00+00:00,eng,Yam Beach,40.0,2.0,0,0,0,1,0,KAEC,negative,negative,clean,Food & Dining / Restaurants,Hotel cleanliness quality,1,2021-04
377380-203585846550,2021-04-11 08:32:00+00:00,ara,Yam Beach,100.0,5.0,0,0,0,1,0,KAEC,neutral,positive,بطل,Food & Dining / Restaurants,Star rating feedback,1,2021-04
377380-203585846554,2021-04-11 08:06:00+00:00,eng,Al Wazarat park,60.0,3.0,0,0,0,1,0,Madinah,negative,negative,clean,Food & Dining / Restaurants,Hotel cleanliness quality,1,2021-04
377380-203585846558,2021-04-11 08:05:00+00:00,eng,Al Wazarat park,20.0,1.0,0,0,0,1,0,Madinah,neutral,negative,crowded,Food & Dining / Restaurants,Shopping malls,1,2021-04
377380-203585847471,2021-04-11 08:28:00+00:00,ara,Yam Beach,20.0,1.0,0,0,0,1,0,KAEC,neutral,negative,سيئ جدا,Accommodation & Positive Venue Experience,Temporarily closed businesses,1,2021-04
377380-203585847614,2021-04-11 08:00:00+00:00,ara,Al Masmak Palace Museum,100.0,5.0,1,0,0,1,0,Riyadh,neutral,positive,قصر تاريخي عظيم أبرز معالم الرياض بني عام ويقع المصمك الركن الشمالي الشرقي للرياض القديمة قرب السور القديم ، ويقع حي الديرة وقد المصمك مسرحا لمعركة فتح الرياض استعاد عبد العزيز آل سعود مدينة الرياض لأسرته آل سعود آل رشيد عام يحتوي القصر أجزاء رئيسية ، وهي بوابة القصر المسجد المجلس الديوانية الفناء الأبراج البئر,City Amenities & Shopping (Riyadh-focused),Religious expressions,2,2021-04
377380-203585847627,2021-04-11 08:35:00+00:00,eng,Yam Beach,80.0,4.0,0,0,0,1,0,KAEC,positive,positive,super clean water courteous staff great experience beach specially swing little ahead water price reasonable sar per person swing couple accessory seems high,Food & Dining / Restaurants,Beautiful places,1,2021-04
377380-203585847751,2021-04-11 08:02:00+00:00,eng,Al Wazarat park,100.0,5.0,0,0,0,1,0,Madinah,positive,positive,good,Food & Dining / Restaurants,Positive customer feedback,1,2021-04
377380-203585848132,2021-04-11 08:38:00+00:00,ara,Al Bujairi Heritage Park,80.0,4.0,1,0,0,1,0,Riyadh,neutral,positive,مناسب وممتاز للعوايل الاطفال للتطوير,Religious / Spiritual & Tranquil Sites,Beautiful places,2,2021-04
377380-203585848898,2021-04-11 07:33:00+00:00,ara,Khobar Sea Front,100.0,5.0,0,0,0,1,0,Khobar,neutral,positive,بصراحة بلدية الخبر ابدعة الواجهة الجديدة بالخبر وخصوصا البحيرة عندما وضعو البط والألعاب الجديد المبتكرة مكان ترفيهي جميل,Religious / Spiritual & Tranquil Sites,Beautiful places,1,2021-04
377380-203585849520,2021-04-11 08:21:00+00:00,eng,Yam Beach,100.0,5.0,0,0,0,1,0,KAEC,positive,positive,good,Food & Dining / Restaurants,Positive customer feedback,1,2021-04
377380-203585849555,2021-04-11 07:42:00+00:00,ara,Khobar Sea Front,100.0,5.0,0,0,0,1,0,Khobar,neutral,positive,جميييل,Accommodation & Positive Venue Experience,Positive customer feedback,1,2021-04
377380-203585849556,2021-04-11 08:24:00+00:00,ara,Yam Beach,100.0,5.0,0,0,0,1,0,KAEC,neutral,positive,مناسب للعائلة,Religious / Spiritual & Tranquil Sites,Family-friendly place,1,2021-04
377380-203585849565,2021-04-11 07:28:00+00:00,ara,Khobar Sea Front,100.0,5.0,0,0,0,1,0,Khobar,neutral,positive,مكان يحقق متطلبات الرراحه والاستمتاع والترفيه,Accommodation & Positive Venue Experience,Beautiful places,1,2021-04
377380-203585849797,2021-04-11 08:25:00+00:00,ara,Yam Beach,100.0,5.0,0,0,0,1,0,KAEC,neutral,positive,حلو قويييي وحبيته جدااا,Accommodation & Positive Venue Experience,Customer satisfaction,1,2021-04
377380-203585852723,2021-04-11 07:51:00+00:00,ara,Al Wazarat park,40.0,2.0,0,0,0,1,0,Madinah,neutral,negative,حضاري,Accommodation & Positive Venue Experience,Need for improvement,1,2021-04
377380-203585853022,2021-04-11 08:36:00+00:00,eng,Al Bujairi Heritage Park,100.0,5.0,1,0,0,1,0,Riyadh,positive,positive,favorite park riyadh go spot specially winter go early morning avoid hot weather usually go take photo hangout friend riyadh must see good luck,Food & Dining / Restaurants,Beautiful places,2,2021-04
377380-203585856159,2021-04-11 08:39:00+00:00,ara,Al Bujairi Heritage Park,100.0,5.0,1,0,0,1,0,Riyadh,neutral,neutral,حاليا مغلق تعديلات إصلاحات,Attractions & Scenic / Heritage Sites,Temporarily closed businesses,2,2021-04
377380-203585856372,2021-04-11 07:24:00+00:00,ara,Khobar Sea Front,80.0,4.0,0,0,0,1,0,Khobar,neutral,neutral,تحتاج تجديد,Religious / Spiritual & Tranquil Sites,Need for improvement,1,2021-04
377380-203585856389,2021-04-11 07:47:00+00:00,eng,Al Wazarat park,60.0,3.0,0,0,0,1,0,Madinah,positive,negative,bachelor enjoying playing cricket basket ball weekend recommended kid family,Food & Dining / Restaurants,Family-friendly place,1,2021-04
377380-203585856609,2021-04-11 07:32:00+00:00,ara,Khobar Sea Front,100.0,5.0,0,0,0,1,0,Khobar,neutral,positive,موقع جدا اجمل رائع انصح بزيارته واذا ماتبغى الزحمه تعال وسط الاسبوع,Accommodation & Positive Venue Experience,Religious expressions,1,2021-04
377380-203585857510,2021-04-11 08:35:00+00:00,eng,Al Bujairi Heritage Park,80.0,4.0,1,0,0,1,0,Riyadh,positive,positive,good,Food & Dining / Restaurants,Positive customer feedback,2,2021-04
377380-203585857745,2021-04-11 07:56:00+00:00,eng,Al Wazarat park,40.0,2.0,0,0,0,1,0,Madinah,positive,negative,best park family bachelor following cleanliness spitting throwing trash every coming big crowd making disturbance family good child playing purpose,Food & Dining / Restaurants,Beautiful places,1,2021-04
377380-203585857748,2021-04-11 08:16:00+00:00,ara,Yam Beach,40.0,2.0,0,0,0,1,0,KAEC,neutral,negative,الشاطئ جدا صغير وكله حصى المكان مايستاهل صراححه قفلو علينا المويا بالحمامات بحجه انو يقفلون الساعه ٦ واذا احد بالحمام مو هامهم انصصصح ابدااا,Accommodation & Positive Venue Experience,Bathroom cleanliness issues,1,2021-04
377380-203585857850,2021-04-11 07:54:00+00:00,eng,Al Wazarat park,60.0,3.0,0,0,0,1,0,Madinah,positive,positive,nice clean enjoy nature,Food & Dining / Restaurants,Hotel cleanliness quality,1,2021-04
377380-203585858047,2021-04-11 07:22:00+00:00,ara,Khobar Sea Front,100.0,5.0,0,0,0,1,0,Khobar,neutral,positive,جميلة ونظيفة,City Amenities & Shopping (Riyadh-focused),Hotel cleanliness quality,1,2021-04
377380-203585858049,2021-04-11 08:23:00+00:00,eng,Yam Beach,80.0,4.0,0,0,0,1,0,KAEC,positive,positive,visit lovely beach need clean beach stone shortage beach umbrella,Food & Dining / Restaurants,Beautiful places,1,2021-04
377380-203585858056,2021-04-11 07:19:00+00:00,eng,Khobar Sea Front,100.0,5.0,0,0,0,1,0,Khobar,positive,positive,good place relax exercise bond eat,Food & Dining / Restaurants,Peaceful and Beautiful Atmosphere,1,2021-04
377380-203585858320,2021-04-11 08:32:00+00:00,ara,Al Bujairi Heritage Park,100.0,5.0,1,0,0,1,0,Riyadh,neutral,positive,رائعه جدا,Accommodation & Positive Venue Experience,Positive customer feedback,2,2021-04
377380-203585859010,2021-04-11 08:34:00+00:00,ara,Al Bujairi Heritage Park,100.0,5.0,1,0,0,1,0,Riyadh,neutral,positive,اروع يكون,City Amenities & Shopping (Riyadh-focused),Positive customer feedback,2,2021-04
377380-203585859016,2021-04-11 08:31:00+00:00,ara,Al Bujairi Heritage Park,100.0,5.0,1,0,0,1,0,Riyadh,neutral,neutral,تفتح أخر ٢٠٢١,Accommodation & Positive Venue Experience,Need for improvement,2,2021-04
377380-203585859116,2021-04-11 07:59:00+00:00,ara,Al Masmak Palace Museum,100.0,5.0,1,0,0,1,0,Riyadh,neutral,neutral,حصن المصمك قصر المصمك حصن أثري بني عام ميلادي بناه الأمير عبدالرحمن بن ضبعان أمير الرياض آل رشيد حكام إمارة حائل السابقين ، الملك عبدالعزيز بفتح الرياض خلال أقتحام حصن المصمك وقتل أبن عجلان أمير الرياض آل رشيد عام هجري ميلادي قصر المصمك بدأت ولادة الدولة السعودية الثالثة تسمى اليوم المملكة العربية السعودية,City Amenities & Shopping (Riyadh-focused),Religious expressions,2,2021-04
377380-203585861302,2021-04-11 08:22:00+00:00,eng,Yam Beach,80.0,4.0,0,0,0,1,0,KAEC,positive,positive,take time reach kaec worth visiting beach natural facility like bathroom sitting place great,Food & Dining / Restaurants,Beautiful places,1,2021-04
377380-203585861308,2021-04-11 07:18:00+00:00,ara,Khobar Sea Front,100.0,5.0,0,0,0,1,0,Khobar,neutral,positive,جميله,Attractions & Scenic / Heritage Sites,Positive customer feedback,1,2021-04
